"Var1","Var2","Freq","prop"
"W","1",512,0.350925291295408
"W","2",477,0.325153374233129
"W","3",514,0.35595567867036
"W","4",513,0.352335164835165
"W","5",514,0.352537722908093
"W","6",532,0.365635738831615
"W","7",535,0.367192862045299
