"abbr","year","link","real_team_age","avg_age"
"SAS",1995,"/teams/SAS/1995.html",29.0309745656006,28.625
"UTA",1995,"/teams/UTA/1995.html",29.6075834175935,28.8666666666667
"HOU",1995,"/teams/HOU/1995.html",28.5201723264065,28.1764705882353
"DEN",1995,"/teams/DEN/1995.html",26.632982982983,26.4705882352941
"DAL",1995,"/teams/DAL/1995.html",24.2839939789262,25.2142857142857
"MIN",1995,"/teams/MIN/1995.html",25.3843781597573,25.6666666666667
"PHO",1995,"/teams/PHO/1995.html",29.2021684316692,28.2
"SEA",1995,"/teams/SEA/1995.html",28.6533535047907,27.9285714285714
"LAL",1995,"/teams/LAL/1995.html",25.8980658126099,27.3125
"POR",1995,"/teams/POR/1995.html",29.2622177112408,29.0625
"SAC",1995,"/teams/SAC/1995.html",26.3841349785948,26.0666666666667
"GSW",1995,"/teams/GSW/1995.html",26.0229590555137,27
"LAC",1995,"/teams/LAC/1995.html",24.8736921529175,25.0625
"ORL",1996,"/teams/ORL/1996.html",27.6734323847897,27.8125
"NYK",1996,"/teams/NYK/1996.html",30.3701462430661,29.2941176470588
"MIA",1996,"/teams/MIA/1996.html",27.4479777553084,28.1363636363636
"WSB",1996,"/teams/WSB/1996.html",24.8374652865438,26.1904761904762
"BOS",1996,"/teams/BOS/1996.html",26.3035920622959,25.8888888888889
"NJN",1996,"/teams/NJN/1996.html",27.4461190655614,27.1666666666667
"PHI",1996,"/teams/PHI/1996.html",26.1477445514445,27.4166666666667
"CHI",1996,"/teams/CHI/1996.html",29.937100861632,29.7333333333333
"IND",1996,"/teams/IND/1996.html",29.369324221716,28.9285714285714
"CLE",1996,"/teams/CLE/1996.html",27.516540595058,26.4
"ATL",1996,"/teams/ATL/1996.html",28.1479979726305,27.8333333333333
"DET",1996,"/teams/DET/1996.html",26.7789208270298,26.8571428571429
"CHH",1996,"/teams/CHH/1996.html",27.7847585513078,27.952380952381
"MIL",1996,"/teams/MIL/1996.html",27.549366447035,28.3529411764706
"TOR",1996,"/teams/TOR/1996.html",26.154563792234,26.4210526315789
"SAS",1996,"/teams/SAS/1996.html",29.4059656218402,28.6666666666667
"UTA",1996,"/teams/UTA/1996.html",29.5192113245703,27.9285714285714
"HOU",1996,"/teams/HOU/1996.html",29.034031810149,28.7777777777778
"DEN",1996,"/teams/DEN/1996.html",26.8193645990923,26.5294117647059
"MIN",1996,"/teams/MIN/1996.html",26.4025783619818,26.4705882352941
"DAL",1996,"/teams/DAL/1996.html",25.1060712493728,25.5333333333333
"VAN",1996,"/teams/VAN/1996.html",27.2451710261569,26.7777777777778
"SEA",1996,"/teams/SEA/1996.html",29.5875251509054,29.0769230769231
"LAL",1996,"/teams/LAL/1996.html",27.1101117886179,27.5
"POR",1996,"/teams/POR/1996.html",28.1137402662648,27
"PHO",1996,"/teams/PHO/1996.html",27.9195690303182,27.4117647058824
"SAC",1996,"/teams/SAC/1996.html",26.5719058466211,26.4375
"GSW",1996,"/teams/GSW/1996.html",26.9564667172868,26.9411764705882
"LAC",1996,"/teams/LAC/1996.html",25.1931576279777,24.9285714285714
"MIA",1997,"/teams/MIA/1997.html",27.2437263317344,26.9473684210526
"NYK",1997,"/teams/NYK/1997.html",29.731755225384,29.3076923076923
"ORL",1997,"/teams/ORL/1997.html",29.4255854948376,28.5294117647059
"WSB",1997,"/teams/WSB/1997.html",25.8941828254848,26.2666666666667
"NJN",1997,"/teams/NJN/1997.html",26.8052578361982,27.9565217391304
"PHI",1997,"/teams/PHI/1997.html",25.4549039433771,26.3125
"BOS",1997,"/teams/BOS/1997.html",26.0652097462949,27.5555555555556
"CHI",1997,"/teams/CHI/1997.html",30.7351748606183,30.0666666666667
"ATL",1997,"/teams/ATL/1997.html",28.7630901287554,27.2941176470588
"DET",1997,"/teams/DET/1997.html",28.2446293494705,27.75
"CHH",1997,"/teams/CHH/1997.html",29.0824539257763,28.5
"CLE",1997,"/teams/CLE/1997.html",26.7196172248804,26.1538461538462
"IND",1997,"/teams/IND/1997.html",27.9070245860512,28.3157894736842
"MIL",1997,"/teams/MIL/1997.html",27.3202736948809,27.4705882352941
"TOR",1997,"/teams/TOR/1997.html",25.1497730711044,27.047619047619
"UTA",1997,"/teams/UTA/1997.html",29.5753403933434,27.7333333333333
"HOU",1997,"/teams/HOU/1997.html",30.8386300679929,30
"MIN",1997,"/teams/MIN/1997.html",26.3442871587462,27
"DAL",1997,"/teams/DAL/1997.html",27.1261802575107,26.2962962962963
"DEN",1997,"/teams/DEN/1997.html",28.6052182639237,27.5217391304348
"SAS",1997,"/teams/SAS/1997.html",29.9136847440446,28.35
"VAN",1997,"/teams/VAN/1997.html",24.9989888776542,25.5625
"SEA",1997,"/teams/SEA/1997.html",29.9771486349848,29.5
"LAL",1997,"/teams/LAL/1997.html",26.4967887606623,27.4705882352941
"POR",1997,"/teams/POR/1997.html",26.4481994459834,26.2105263157895
"PHO",1997,"/teams/PHO/1997.html",28.4656257869554,27.7826086956522
"LAC",1997,"/teams/LAC/1997.html",25.5115403913698,26.0666666666667
"SAC",1997,"/teams/SAC/1997.html",27.444976076555,27.0625
"GSW",1997,"/teams/GSW/1997.html",26.7411705601608,26.125
"MIA",1998,"/teams/MIA/1998.html",28.1288281447735,27.6666666666667
"NYK",1998,"/teams/NYK/1998.html",30.2170953101362,31.5
"NJN",1998,"/teams/NJN/1998.html",27.7915995975855,28.7222222222222
"WAS",1998,"/teams/WAS/1998.html",26.7327442565009,26.875
"ORL",1998,"/teams/ORL/1998.html",30.8136157337368,30
"BOS",1998,"/teams/BOS/1998.html",23.8611251900659,24.9444444444444
"PHI",1998,"/teams/PHI/1998.html",25.3615287269046,26.5909090909091
"CHI",1998,"/teams/CHI/1998.html",31.6805338705616,29.4705882352941
"IND",1998,"/teams/IND/1998.html",29.6525970751387,28.5714285714286
"CHH",1998,"/teams/CHH/1998.html",29.2030839231547,29.2777777777778
"ATL",1998,"/teams/ATL/1998.html",29.3513581488934,27.625
"CLE",1998,"/teams/CLE/1998.html",24.5649016641452,26
"DET",1998,"/teams/DET/1998.html",27.1997995489852,26.875
"MIL",1998,"/teams/MIL/1998.html",27.6024084295033,27.8125
"TOR",1998,"/teams/TOR/1998.html",24.7938283993979,25.5416666666667
"UTA",1998,"/teams/UTA/1998.html",29.7372598584429,28.0714285714286
"SAS",1998,"/teams/SAS/1998.html",28.7335350479072,28.6666666666667
"MIN",1998,"/teams/MIN/1998.html",26.4156046161565,27.1875
"HOU",1998,"/teams/HOU/1998.html",32.0404437720625,31.2857142857143
"DAL",1998,"/teams/DAL/1998.html",26.3311228334589,25.9444444444444
"VAN",1998,"/teams/VAN/1998.html",26.5348461926374,27.0625
"DEN",1998,"/teams/DEN/1998.html",26.5107957425241,25.875
"SEA",1998,"/teams/SEA/1998.html",31.0900025310048,29.625
"LAL",1998,"/teams/LAL/1998.html",25.7506807866868,25.6923076923077
"PHO",1998,"/teams/PHO/1998.html",28.1518416436983,27.8666666666667
"POR",1998,"/teams/POR/1998.html",26.0662128088754,26.75
"SAC",1998,"/teams/SAC/1998.html",26.6251393816523,26.3529411764706
"GSW",1998,"/teams/GSW/1998.html",25.8697932425618,26.6363636363636
"LAC",1998,"/teams/LAC/1998.html",25.6889282103134,25.8666666666667
"MIA",1999,"/teams/MIA/1999.html",30.2518918918919,29.3529411764706
"ORL",1999,"/teams/ORL/1999.html",28.7259751037344,29.1764705882353
"PHI",1999,"/teams/PHI/1999.html",26.0319341563786,26.8888888888889
"NYK",1999,"/teams/NYK/1999.html",29.0436363636364,29.9285714285714
"BOS",1999,"/teams/BOS/1999.html",24.3164609053498,25.1875
"WAS",1999,"/teams/WAS/1999.html",29.3069709543568,27.6666666666667
"NJN",1999,"/teams/NJN/1999.html",25.9801659751037,26.4347826086957
"IND",1999,"/teams/IND/1999.html",30.7720661157025,29
"ATL",1999,"/teams/ATL/1999.html",29.575817805383,28
"DET",1999,"/teams/DET/1999.html",27.6672199170124,27
"MIL",1999,"/teams/MIL/1999.html",28.3347717842324,28.15
"CHH",1999,"/teams/CHH/1999.html",28.9855144032922,29.0588235294118
"TOR",1999,"/teams/TOR/1999.html",27.2627743271222,26.9375
"CLE",1999,"/teams/CLE/1999.html",26.6661410788382,26.2352941176471
"CHI",1999,"/teams/CHI/1999.html",28.5826915113872,27.6666666666667
"SAS",1999,"/teams/SAS/1999.html",30.080248447205,29.6428571428571
"UTA",1999,"/teams/UTA/1999.html",30.3361806981519,29.2857142857143
"HOU",1999,"/teams/HOU/1999.html",29.6024016563147,29.4375
"MIN",1999,"/teams/MIN/1999.html",27.2128898128898,26.65
"DAL",1999,"/teams/DAL/1999.html",26.0525051759834,26.0714285714286
"DEN",1999,"/teams/DEN/1999.html",24.6484823284823,24.875
"VAN",1999,"/teams/VAN/1999.html",25.0167556468172,26.2222222222222
"POR",1999,"/teams/POR/1999.html",27.3706776180698,27.5
"LAL",1999,"/teams/LAL/1999.html",27.5107883817427,27.5882352941176
"PHO",1999,"/teams/PHO/1999.html",29.3152697095436,27.7058823529412
"SAC",1999,"/teams/SAC/1999.html",26.1075409836066,26
"SEA",1999,"/teams/SEA/1999.html",31.1994214876033,27.875
"GSW",1999,"/teams/GSW/1999.html",28.1404536082474,28.4615384615385
"LAC",1999,"/teams/LAC/1999.html",25.012206185567,25.875
"MIA",2000,"/teams/MIA/2000.html",29.2023197175996,28.375
"NYK",2000,"/teams/NYK/2000.html",29.4870398386283,29.0625
"PHI",2000,"/teams/PHI/2000.html",27.0835098335855,26.5555555555556
"ORL",2000,"/teams/ORL/2000.html",26.3087319665907,25.6315789473684
"BOS",2000,"/teams/BOS/2000.html",25.4426761277243,26.1333333333333
"NJN",2000,"/teams/NJN/2000.html",27.3015128593041,28.4
"WAS",2000,"/teams/WAS/2000.html",28.0374652865438,27.375
"IND",2000,"/teams/IND/2000.html",30.3933603649265,29
"CHH",2000,"/teams/CHH/2000.html",28.6540444893832,27.6470588235294
"TOR",2000,"/teams/TOR/2000.html",29.2830169577322,28.625
"DET",2000,"/teams/DET/2000.html",28.2784165405951,27.8666666666667
"MIL",2000,"/teams/MIL/2000.html",28.1829765802065,28.6666666666667
"CLE",2000,"/teams/CLE/2000.html",27.1682699571896,26.75
"ATL",2000,"/teams/ATL/2000.html",27.6296520423601,26.0714285714286
"CHI",2000,"/teams/CHI/2000.html",26.0212572582681,26.95
"UTA",2000,"/teams/UTA/2000.html",31.469045811187,30
"SAS",2000,"/teams/SAS/2000.html",30.8550491060186,30.4
"MIN",2000,"/teams/MIN/2000.html",26.5768902285858,27
"DAL",2000,"/teams/DAL/2000.html",26.3026355803345,26.3529411764706
"DEN",2000,"/teams/DEN/2000.html",25.9266179803576,25.9411764705882
"HOU",2000,"/teams/HOU/2000.html",26.3397881996974,27.6470588235294
"VAN",2000,"/teams/VAN/2000.html",25.3401662049862,27.2666666666667
"LAL",2000,"/teams/LAL/2000.html",29.1758141883363,27.9333333333333
"POR",2000,"/teams/POR/2000.html",29.5713346814965,30.1428571428571
"PHO",2000,"/teams/PHO/2000.html",28.6144912900783,29.1764705882353
"SEA",2000,"/teams/SEA/2000.html",28.5209807886754,28.0666666666667
"SAC",2000,"/teams/SAC/2000.html",27.5188083817218,28.1428571428571
"GSW",2000,"/teams/GSW/2000.html",26.8758289040749,27.0869565217391
"LAC",2000,"/teams/LAC/2000.html",24.2396346105049,25.8235294117647
"PHI",2001,"/teams/PHI/2001.html",28.1636363636364,27.4736842105263
"MIA",2001,"/teams/MIA/2001.html",30.8500503018109,29.4375
"NYK",2001,"/teams/NYK/2001.html",29.824566691786,29.375
"ORL",2001,"/teams/ORL/2001.html",25.9508393886244,27.125
"BOS",2001,"/teams/BOS/2001.html",25.9486132123046,26.2941176470588
"NJN",2001,"/teams/NJN/2001.html",27.4609224531171,27.2631578947368
"WAS",2001,"/teams/WAS/2001.html",26.964837398374,27.3809523809524
"MIL",2001,"/teams/MIL/2001.html",28.2219413549039,27.3333333333333
"TOR",2001,"/teams/TOR/2001.html",29.9209721874217,30.05
"CHH",2001,"/teams/CHH/2001.html",28.2082997987928,28.75
"IND",2001,"/teams/IND/2001.html",27.7114614614615,27.2
"DET",2001,"/teams/DET/2001.html",27.1039032989171,27.7058823529412
"CLE",2001,"/teams/CLE/2001.html",26.8561270801815,27.5
"ATL",2001,"/teams/ATL/2001.html",26.0504815002534,26.3478260869565
"CHI",2001,"/teams/CHI/2001.html",23.157088894485,23.0625
"SAS",2001,"/teams/SAS/2001.html",29.4634392334846,29.6666666666667
"UTA",2001,"/teams/UTA/2001.html",32.011678463094,29.8571428571429
"DAL",2001,"/teams/DAL/2001.html",26.5717748043423,26.9
"MIN",2001,"/teams/MIN/2001.html",27.4348966212809,28.2
"HOU",2001,"/teams/HOU/2001.html",26.7138678769541,27
"DEN",2001,"/teams/DEN/2001.html",27.8981294236603,28.2222222222222
"VAN",2001,"/teams/VAN/2001.html",26.1927704752275,28.4
"LAL",2001,"/teams/LAL/2001.html",29.191509670937,28.1333333333333
"SAC",2001,"/teams/SAC/2001.html",27.0591135458167,27.4285714285714
"PHO",2001,"/teams/PHO/2001.html",28.6487755617268,28.875
"POR",2001,"/teams/POR/2001.html",30.1078867542973,31.25
"SEA",2001,"/teams/SEA/2001.html",27.9416309012876,28.0714285714286
"LAC",2001,"/teams/LAC/2001.html",24.2834747878183,24.7333333333333
"GSW",2001,"/teams/GSW/2001.html",26.5913549039434,27.4545454545455
"NJN",2002,"/teams/NJN/2002.html",26.1370650529501,26.125
"BOS",2002,"/teams/BOS/2002.html",26.2005042864347,25.9375
"ORL",2002,"/teams/ORL/2002.html",27.9759455370651,28.7058823529412
"PHI",2002,"/teams/PHI/2002.html",28.9561074505829,27.2105263157895
"WAS",2002,"/teams/WAS/2002.html",27.5371515458692,26.3571428571429
"MIA",2002,"/teams/MIA/2002.html",30.0923231309584,28.1764705882353
"NYK",2002,"/teams/NYK/2002.html",30.307346629639,29.8571428571429
"DET",2002,"/teams/DET/2002.html",29.5172256097561,28.1333333333333
"CHH",2002,"/teams/CHH/2002.html",28.2872690458112,28.2666666666667
"TOR",2002,"/teams/TOR/2002.html",29.2567957479119,28.2352941176471
"IND",2002,"/teams/IND/2002.html",26.1135895503642,25
"MIL",2002,"/teams/MIL/2002.html",28.9305702084903,28.6428571428571
"ATL",2002,"/teams/ATL/2002.html",25.67891809909,26.6666666666667
"CLE",2002,"/teams/CLE/2002.html",25.9820196424075,25.8666666666667
"CHI",2002,"/teams/CHI/2002.html",25.5382984094926,25.2777777777778
"SAS",2002,"/teams/SAS/2002.html",28.5408713170486,28.8666666666667
"DAL",2002,"/teams/DAL/2002.html",27.5793259557344,28.05
"MIN",2002,"/teams/MIN/2002.html",26.7125473365312,27.625
"UTA",2002,"/teams/UTA/2002.html",29.9008068582955,28.7857142857143
"HOU",2002,"/teams/HOU/2002.html",25.8774774774775,26.4285714285714
"DEN",2002,"/teams/DEN/2002.html",28.1731885887402,27.6666666666667
"MEM",2002,"/teams/MEM/2002.html",25.4892821031345,26.6470588235294
"SAC",2002,"/teams/SAC/2002.html",26.9534801316122,27.0714285714286
"LAL",2002,"/teams/LAL/2002.html",27.867593528817,27.6
"POR",2002,"/teams/POR/2002.html",29.0400403429148,28.7333333333333
"SEA",2002,"/teams/SEA/2002.html",26.9266767523954,26
"LAC",2002,"/teams/LAC/2002.html",24.3995455693007,25.6875
"PHO",2002,"/teams/PHO/2002.html",26.4862834089763,26.6315789473684
"GSW",2002,"/teams/GSW/2002.html",24.8419615773509,26.1333333333333
"NJN",2003,"/teams/NJN/2003.html",27.3285244241964,27.9333333333333
"PHI",2003,"/teams/PHI/2003.html",28.2503651473181,28.4375
"BOS",2003,"/teams/BOS/2003.html",26.9474029248613,28.0588235294118
"ORL",2003,"/teams/ORL/2003.html",26.8662458975006,26.7647058823529
"WAS",2003,"/teams/WAS/2003.html",28.3997478567827,27.25
"NYK",2003,"/teams/NYK/2003.html",30.1664568118862,28.5384615384615
"MIA",2003,"/teams/MIA/2003.html",26.4974785678265,26.4285714285714
"DET",2003,"/teams/DET/2003.html",28.9847274554132,29
"IND",2003,"/teams/IND/2003.html",25.8854559155991,26
"NOH",2003,"/teams/NOH/2003.html",29.0579251444361,28.6875
"MIL",2003,"/teams/MIL/2003.html",29.3380055262497,27.625
"ATL",2003,"/teams/ATL/2003.html",27.2319517709118,27.3809523809524
"CHI",2003,"/teams/CHI/2003.html",25.1595584545911,25.1333333333333
"TOR",2003,"/teams/TOR/2003.html",27.5760666498359,27.3684210526316
"CLE",2003,"/teams/CLE/2003.html",23.5064548663641,24.3571428571429
"SAS",2003,"/teams/SAS/2003.html",28.386787695411,29.5333333333333
"DAL",2003,"/teams/DAL/2003.html",28.0662285136502,28.7647058823529
"MIN",2003,"/teams/MIN/2003.html",28.2371118404443,28
"UTA",2003,"/teams/UTA/2003.html",30.9085945399393,29.5384615384615
"HOU",2003,"/teams/HOU/2003.html",25.9439538384345,25.6
"MEM",2003,"/teams/MEM/2003.html",24.9246864024084,24.4117647058824
"DEN",2003,"/teams/DEN/2003.html",24.0834769386721,25.2857142857143
"SAC",2003,"/teams/SAC/2003.html",28.3415532022189,27.5
"LAL",2003,"/teams/LAL/2003.html",28.0534872052183,27.4285714285714
"POR",2003,"/teams/POR/2003.html",29.1743137748678,28.7333333333333
"PHO",2003,"/teams/PHO/2003.html",25.2122191365817,26.2857142857143
"SEA",2003,"/teams/SEA/2003.html",26.9008813900781,26.8823529411765
"GSW",2003,"/teams/GSW/2003.html",24.3648190331562,25.1875
"LAC",2003,"/teams/LAC/2003.html",25.2971905846621,25.3333333333333
"NJN",2004,"/teams/NJN/2004.html",27.6517127632581,28.4210526315789
"MIA",2004,"/teams/MIA/2004.html",26.3519109086307,26.7058823529412
"NYK",2004,"/teams/NYK/2004.html",29.6315392354125,28.4545454545455
"BOS",2004,"/teams/BOS/2004.html",26.3513828977417,26.4736842105263
"PHI",2004,"/teams/PHI/2004.html",27.4611432888441,27.5714285714286
"WAS",2004,"/teams/WAS/2004.html",24.4061018658598,26.1176470588235
"ORL",2004,"/teams/ORL/2004.html",25.8047907211296,25.7619047619048
"IND",2004,"/teams/IND/2004.html",27.1183034587225,26.4666666666667
"DET",2004,"/teams/DET/2004.html",27.372295247725,28.2941176470588
"NOH",2004,"/teams/NOH/2004.html",30.2553706505295,29.6875
"MIL",2004,"/teams/MIL/2004.html",26.5143579373104,26.5
"CLE",2004,"/teams/CLE/2004.html",24.8582221102997,25.047619047619
"TOR",2004,"/teams/TOR/2004.html",27.5974974974975,27.8260869565217
"ATL",2004,"/teams/ATL/2004.html",26.2270786234614,26.695652173913
"CHI",2004,"/teams/CHI/2004.html",26.8365607665154,27.2380952380952
"MIN",2004,"/teams/MIN/2004.html",29.7287269045811,28.7647058823529
"SAS",2004,"/teams/SAS/2004.html",27.2535054416603,28.0588235294118
"DAL",2004,"/teams/DAL/2004.html",27.3519313304721,28.0714285714286
"MEM",2004,"/teams/MEM/2004.html",25.9811871227364,25.625
"HOU",2004,"/teams/HOU/2004.html",28.2560963371801,28.9411764705882
"DEN",2004,"/teams/DEN/2004.html",25.5524075012671,26.0666666666667
"UTA",2004,"/teams/UTA/2004.html",24.9283114256825,25.9444444444444
"LAL",2004,"/teams/LAL/2004.html",29.8022664316293,28.2941176470588
"SAC",2004,"/teams/SAC/2004.html",29.2545500505561,28.7692307692308
"POR",2004,"/teams/POR/2004.html",27.6095595595596,26.2916666666667
"GSW",2004,"/teams/GSW/2004.html",28.1195164945857,27.9444444444444
"SEA",2004,"/teams/SEA/2004.html",25.978692249432,25.9285714285714
"PHO",2004,"/teams/PHO/2004.html",24.4410035478966,25.7368421052632
"LAC",2004,"/teams/LAC/2004.html",24.2915425397627,26.3529411764706
"BOS",2005,"/teams/BOS/2005.html",27.0787726358149,26.2
"PHI",2005,"/teams/PHI/2005.html",26.3671115588013,27.0588235294118
"NJN",2005,"/teams/NJN/2005.html",27.7911580005024,28.4545454545455
"TOR",2005,"/teams/TOR/2005.html",26.9705124968442,27.125
"NYK",2005,"/teams/NYK/2005.html",27.2618712273642,27.5263157894737
"DET",2005,"/teams/DET/2005.html",27.9021799047858,28.3529411764706
"CHI",2005,"/teams/CHI/2005.html",24.9605143721634,26.0666666666667
"IND",2005,"/teams/IND/2005.html",28.2922883697563,27.5
"CLE",2005,"/teams/CLE/2005.html",26.4764542936288,26.3125
"MIL",2005,"/teams/MIL/2005.html",26.9392315470172,28
"MIA",2005,"/teams/MIA/2005.html",27.9982982982983,28.1764705882353
"WAS",2005,"/teams/WAS/2005.html",25.2711324570273,25.5
"ORL",2005,"/teams/ORL/2005.html",26.5269728495306,27.1111111111111
"CHA",2005,"/teams/CHA/2005.html",24.8642354124748,25.4736842105263
"ATL",2005,"/teams/ATL/2005.html",26.0112817929992,28
"SEA",2005,"/teams/SEA/2005.html",25.9943811693242,26
"DEN",2005,"/teams/DEN/2005.html",26.6608453556062,27.1176470588235
"MIN",2005,"/teams/MIN/2005.html",28.9650721336371,28.8571428571429
"POR",2005,"/teams/POR/2005.html",27.0134820070958,25.7058823529412
"UTA",2005,"/teams/UTA/2005.html",25.7073811931244,25.7647058823529
"PHO",2005,"/teams/PHO/2005.html",25.1734580384226,25.3333333333333
"SAC",2005,"/teams/SAC/2005.html",27.7120624527827,27.3888888888889
"LAC",2005,"/teams/LAC/2005.html",25.5181727408887,26.5555555555556
"LAL",2005,"/teams/LAL/2005.html",26.0359453993933,26.0625
"GSW",2005,"/teams/GSW/2005.html",26.6743531775936,26.3888888888889
"SAS",2005,"/teams/SAS/2005.html",28.489320878566,28.4117647058824
"DAL",2005,"/teams/DAL/2005.html",27.6519513431323,27.4375
"HOU",2005,"/teams/HOU/2005.html",29.7192646688492,29.7391304347826
"MEM",2005,"/teams/MEM/2005.html",26.315960416138,25.6666666666667
"NOH",2005,"/teams/NOH/2005.html",27.5034621174109,26.5454545454545
"NJN",2006,"/teams/NJN/2006.html",28.5883720930233,27.9411764705882
"PHI",2006,"/teams/PHI/2006.html",26.5350916855062,25.8235294117647
"BOS",2006,"/teams/BOS/2006.html",25.2804828973843,24.9444444444444
"TOR",2006,"/teams/TOR/2006.html",25.8798296166374,27.8235294117647
"NYK",2006,"/teams/NYK/2006.html",25.594681384847,26.5789473684211
"DET",2006,"/teams/DET/2006.html",28.5331316187595,27.4705882352941
"CLE",2006,"/teams/CLE/2006.html",27.0683308119012,26.5882352941176
"IND",2006,"/teams/IND/2006.html",27.3047136340598,27.25
"CHI",2006,"/teams/CHI/2006.html",24.147802059784,25.5789473684211
"MIL",2006,"/teams/MIL/2006.html",25.5246033744649,27.1333333333333
"MIA",2006,"/teams/MIA/2006.html",29.2182232346241,27.5882352941176
"WAS",2006,"/teams/WAS/2006.html",26.5222894604135,26.5333333333333
"ORL",2006,"/teams/ORL/2006.html",25.479628234112,26.6666666666667
"CHA",2006,"/teams/CHA/2006.html",25.1924139663401,25.0625
"ATL",2006,"/teams/ATL/2006.html",22.6961770623742,24.1333333333333
"DEN",2006,"/teams/DEN/2006.html",27.3826894129453,27.7368421052632
"UTA",2006,"/teams/UTA/2006.html",25.6203219315895,25.1333333333333
"SEA",2006,"/teams/SEA/2006.html",25.6086737266768,26.1052631578947
"MIN",2006,"/teams/MIN/2006.html",26.6991689750693,26.2777777777778
"POR",2006,"/teams/POR/2006.html",24.5613279270147,25.0588235294118
"PHO",2006,"/teams/PHO/2006.html",27.5195189175645,26.9444444444444
"LAC",2006,"/teams/LAC/2006.html",26.8010603382984,27.2222222222222
"LAL",2006,"/teams/LAL/2006.html",25.1410224124906,25.3529411764706
"SAC",2006,"/teams/SAC/2006.html",27.1658093797277,26.625
"GSW",2006,"/teams/GSW/2006.html",25.6466464952093,24.6
"SAS",2006,"/teams/SAS/2006.html",29.7799040646301,29.4
"DAL",2006,"/teams/DAL/2006.html",27.457444668008,27.3125
"MEM",2006,"/teams/MEM/2006.html",28.0959456056409,27.375
"NOK",2006,"/teams/NOK/2006.html",26.3183034587225,26.0526315789474
"HOU",2006,"/teams/HOU/2006.html",28.8273323247605,28.0952380952381
"TOR",2007,"/teams/TOR/2007.html",25.9724626676791,25.8235294117647
"NJN",2007,"/teams/NJN/2007.html",28.2170020120724,26.6666666666667
"PHI",2007,"/teams/PHI/2007.html",26.2469818913481,26.3888888888889
"NYK",2007,"/teams/NYK/2007.html",25.3942514371407,25.8
"BOS",2007,"/teams/BOS/2007.html",23.5251573910854,24.75
"DET",2007,"/teams/DET/2007.html",28.9625754527163,28.3333333333333
"CLE",2007,"/teams/CLE/2007.html",26.9024144869215,27.4666666666667
"CHI",2007,"/teams/CHI/2007.html",26.029271991911,26
"IND",2007,"/teams/IND/2007.html",27.2153185035389,26.6315789473684
"MIL",2007,"/teams/MIL/2007.html",26.0470914127424,25
"MIA",2007,"/teams/MIA/2007.html",29.3368924704105,28.375
"WAS",2007,"/teams/WAS/2007.html",26.7920827029753,26.25
"ORL",2007,"/teams/ORL/2007.html",25.6141557128413,26
"CHA",2007,"/teams/CHA/2007.html",25.485728567858,26.9444444444444
"ATL",2007,"/teams/ATL/2007.html",24.1095573440644,24.6315789473684
"UTA",2007,"/teams/UTA/2007.html",25.9030547841454,25
"DEN",2007,"/teams/DEN/2007.html",26.5001011122346,26.7222222222222
"POR",2007,"/teams/POR/2007.html",24.3950889501378,24.7058823529412
"MIN",2007,"/teams/MIN/2007.html",27.7109722569358,26.7142857142857
"SEA",2007,"/teams/SEA/2007.html",25.9508825012607,25.875
"PHO",2007,"/teams/PHO/2007.html",27.599799045466,29.1428571428571
"LAL",2007,"/teams/LAL/2007.html",25.2507738392411,25.7142857142857
"GSW",2007,"/teams/GSW/2007.html",24.6190837762592,24.9
"LAC",2007,"/teams/LAC/2007.html",27.4816523061328,26.8947368421053
"SAC",2007,"/teams/SAC/2007.html",27.2882100479677,27.2
"DAL",2007,"/teams/DAL/2007.html",28.0743609212858,28.3125
"SAS",2007,"/teams/SAS/2007.html",30.3979777553084,29.4375
"HOU",2007,"/teams/HOU/2007.html",28.2050868798791,27.4666666666667
"NOK",2007,"/teams/NOK/2007.html",26.4275653923541,25.8666666666667
"MEM",2007,"/teams/MEM/2007.html",26.2141641641642,26.3333333333333
"BOS",2008,"/teams/BOS/2008.html",27.9223487724627,28.4666666666667
"TOR",2008,"/teams/TOR/2008.html",26.3114473020676,27.3529411764706
"PHI",2008,"/teams/PHI/2008.html",25.2749683624399,25.9333333333333
"NJN",2008,"/teams/NJN/2008.html",27.358749369642,27.4
"NYK",2008,"/teams/NYK/2008.html",25.6892354124749,25.9333333333333
"DET",2008,"/teams/DET/2008.html",28.258134820071,27.8947368421053
"CLE",2008,"/teams/CLE/2008.html",27.0959456056409,27.7391304347826
"IND",2008,"/teams/IND/2008.html",26.6627689192609,26.25
"CHI",2008,"/teams/CHI/2008.html",25.7307245645039,25.3684210526316
"MIL",2008,"/teams/MIL/2008.html",25.8083102493075,26.5
"ORL",2008,"/teams/ORL/2008.html",26.6923154701719,26.9375
"WAS",2008,"/teams/WAS/2008.html",27.2300427028385,26.2307692307692
"ATL",2008,"/teams/ATL/2008.html",24.164845127172,25.125
"CHA",2008,"/teams/CHA/2008.html",26.3273641851107,27.4666666666667
"MIA",2008,"/teams/MIA/2008.html",27.3946041351488,27.2272727272727
"UTA",2008,"/teams/UTA/2008.html",25.3167723927937,25.2666666666667
"DEN",2008,"/teams/DEN/2008.html",28.5158902039788,27.0588235294118
"POR",2008,"/teams/POR/2008.html",24.0733986435569,23.8571428571429
"MIN",2008,"/teams/MIN/2008.html",24.6444500760264,26.125
"SEA",2008,"/teams/SEA/2008.html",25.377660110943,27
"LAL",2008,"/teams/LAL/2008.html",26.6786653185035,26.0526315789474
